Crash ID,Record Type,Serial #,Crash Month,Crash Day,Crash Year,Week Day Code,Crash Hour,County Code,City Section ID,Urban Area Code,Functional Class Code,NHS Flag,Highway Number,Highway Suffix,Roadway Number,Highway Component,Mileage Type,Connection Number,Linear Reference System (LRS),Latitude Degrees,Latitude Minutes,Latitude Seconds,Longitude Degrees,Longitude Minutes,Longitude Seconds,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Special Jurisdiction,Jurisdiction Group,Street Number,Nearest Intersecting Street Number,Intersection Sequence Number,Distance from Intersection,Direction From Intersection,Milepoint,Posted Speed Limit,Road Character,Off Roadway Flag,Intersection Type,Intersection Related Flag,Roundabout Flag,Driveway Related Flag,Number of Lanes,Number of Turning Legs,Median Type,Impact Location,Crash Type,Collision Type,Crash Severity,Weather Condition,Road Surface Condition,Light Condition,Traffic Control Device (TCD),TCD Functional Flag,Investigating Agency,Crash Level Event 1 Code,Crash Level Event 2 Code,Crash Level Event 3 Code,Crash Level Cause 1 Code,Crash Level Cause 2 Code,Crash Level Cause 3 Code,School Zone Indicator,Work Zone Indicator,Secondary Crash Indicator,Alcohol-Involved Flag,Drugs Involved Flag,Crash Marijuana Involved Flag,Speed Involved Flag,Crash Level Hit & Run Flag,Population Range Code,Road Control,Route Type,Route Number,Region ID,District ID,Segment Marker ID,Segment Point LRS Measure,Unlocatable Flag,Total Vehicle Count,Total Fatality Count,Total Suspected Serious Injury (A) Count,Total Suspected Minor Injury (B) Count,Total Possible Injury (C) Count,Total Non-Fatal Injury Count,Total Un-Injured  Children Age 00-04,Total Un-Injured Persons,Total Pedestrian Count,Total Pedestrian Fatality Count,Total Pedestrian Non-Fatal Injury Count,Total Pedalcyclist Count,Total Pedalcyclist Fatality Count,Total Pedalcyclist Non-Fatal Injury Count,Total Unknown Non-Motorist Count,Total Unknown Non-Motorist Fatality Count,Total Unknown Non-Motorist Injury Count,Total Vehicle Occupant Count,Total Count of Persons Involved,Total Persons Using Safety Equipment  ,Total Persons Not Using Safety Equipment,Total Persons Safety Equipment Use Unknown,Vehicle Ownership Code,Vehicle Special Use Code,Vehicle Type Code,Emergency Use Flag,Number of Trailers,Vehicle Movement Code,Vehicle Travel Direction From,Vehicle Travel Direction To,Vehicle Action Code,Vehicle Cause 1 Code,Vehicle Cause 2 Code,Vehicle Cause 3 Code,Vehicle Event 1 Code,Vehicle Event 2 Code,Vehicle Event 3 Code,Vehicle Exceeded Posted Speed Flag,Vehicle Hit & Run Flag,Safety Equipment Used Quantity,Safety Equipment Un-used Quantity,Safety Equipment Use Unknown Quantity,Vehicle Occupant Count,Vehicle Striking Flag,Participant Type Code,Participant Hit & Run Flag,Public Employee Flag,Sex,Age,Driver License Status,Driver Residence Status,Injury Severity,Participant Safety Equipment Use Code,Airbag Deployment,Non-Motorist Movement Code,Non-Motorist Travel Direction From,Non-Motorist Travel Direction To,Non-Motorist Location,Participant Action,Participant Error 1 Code,Participant Error 2 Code,Participant Error 3 Code,Participant Cause 1 Code,Participant Cause 2 Code,Participant Cause 3 Code,Participant Event 1 Code,Participant Event 2 Code,Participant Event 3 Code,BAC Test Results Code,Alcohol Use Reported,Drug Use Reported,Participant Marijuana Use Reported,Participant Striker Flag
1836755,1,185,8,18,2019,1,9,14,0,0,2,1,26,,1,0,0,,002600100S00,45,38,19.8,-121,30,50.36,0,,,,,,0,96.56,55,3,0,,1,0,0,2,,0,3,D,3,4,1,1,1,99,1,1,116,10,,27,7,,0,0,0,0,0,0,,5,OR,35,1,02C,293_10891,,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836788,1,1278,4,21,2019,1,17,3,185,68,14,1,26,,1,0,0,,002600100S00,45,24,2.36,-122,16,44.32,0,,1904,2109,1,,8,23.4,40,3,0,,0,0,0,4,,0,6,C,3,5,1,1,1,99,1,0,,,,29,,,,,0,0,0,0,5,4,US,26,1,02C,293_15037,,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836814,1,196,8,28,2019,4,15,14,0,0,2,1,26,,1,0,0,,002600100S00,45,37,30.13,-121,31,31.57,0,,,,,,9,95.25,55,1,1,3,0,0,0,0,2,,1,H,6,4,1,1,1,99,1,2,79,,,8,2,,0,0,0,0,0,0,,5,OR,35,1,02C,293_733,,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836948,1,229,10,16,2019,4,7,14,0,0,2,1,26,,1,0,0,,002600100S00,45,34,26.46,-121,33,18.14,0,,,,,,0,90.86,40,3,0,,0,0,0,3,,0,4,C,3,4,1,1,1,99,1,5,10,,,29,,,,,0,0,0,0,,5,OR,35,1,02C,293_1265,,0,2,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,3,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837049,1,1147,4,6,2019,7,23,3,0,0,2,1,26,,1,0,0,,002600100S00,45,22,55.52,-122,13,44.96,0,,,,,,0,26.5,55,3,1,,0,0,0,4,,0,8,8,9,4,3,2,3,99,1,1,53,,,33,1,,0,0,1,0,1,0,,5,US,26,1,02C,293_9597,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837085,1,1155,4,9,2019,3,15,3,185,68,14,1,26,,1,0,0,,002600100S00,45,24,17.19,-122,17,26.69,0,,1504,7362,1,,4,22.74,45,1,0,3,0,0,0,0,0,,6,E,3,4,1,1,1,1,1,3,,,,32,27,29,0,0,0,0,0,0,5,4,US,26,1,02C,293_8495,,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837128,1,1167,4,9,2019,3,5,3,185,68,14,1,26,,1,1,0,,002600100S00,45,23,50.96,-122,16,13.57,0,,202,1905,1,,9,23.87,25,1,0,5,0,0,0,0,0,,3,B,1,4,3,2,2,1,1,3,,,,4,1,,0,0,0,0,1,0,5,4,US,26,1,02C,293_16428,,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837131,1,725,2,8,2019,6,8,3,0,0,2,1,26,,1,0,0,,002600100S00,45,18,17.35,-121,47,13.8,0,,,,,,0,52,55,3,1,,0,0,0,3,,0,7,8,9,5,6,4,1,0,1,0,126,77,,10,,,,,0,0,0,0,,5,US,26,1,02C,293_20910,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837205,1,366,1,31,2019,5,17,3,185,68,14,1,26,,1,0,0,,002600100S00,45,24,11.29,-122,17,10.01,0,,1504,1102,1,,8,22.99,45,3,0,,0,0,0,4,,0,4,E,3,4,1,1,5,0,1,0,13,,,29,,,,,0,0,0,0,5,4,US,26,1,02C,293_15036,,0,3,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837283,1,6810,7,27,2019,7,17,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,50.16,-122,33,52.83,0,,1940,9714,1,,7,5.77,35,1,0,1,0,0,0,0,0,,6,E,3,5,1,1,1,1,1,0,,,,29,,,,,0,0,0,0,9,2,US,26,1,02B,293_25907,,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837334,1,1092,1,20,2019,1,20,3,0,0,2,1,26,,1,0,0,,002600100S00,45,19,34.36,-121,54,29.03,0,,,,,,0,44.37,40,4,0,,0,0,0,4,,0,3,C,5,4,6,3,3,0,1,0,124,,,2,,,,,0,0,0,0,,5,US,26,1,02C,293_9170,,0,2,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,6,6,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837497,1,414,2,3,2019,1,10,3,0,0,2,1,26,,1,0,0,,002600100S00,45,18,3.83,-121,44,9.59,0,,,,,,0,54.48,55,5,0,,0,0,0,2,,0,4,G,4,4,6,3,1,0,1,1,124,,,1,5,,0,0,0,0,1,0,,5,US,26,1,02C,293_1273,,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,3,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837551,1,429,2,4,2019,2,8,3,0,0,2,1,26,,1,0,0,,002600100S00,45,21,59.22,-122,9,24.84,0,,,,,,0,30.34,55,5,1,,0,0,0,4,,0,8,8,9,4,2,4,1,0,1,1,124,79,10,1,5,,0,0,0,0,1,0,,5,US,26,1,02C,293_13406,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837808,1,491,2,9,2019,7,9,3,0,0,2,1,26,,1,0,0,,002600100S00,45,18,10.65,-121,46,36.69,0,,,,,,0,52.53,55,2,0,,0,0,0,3,,0,2,D,6,4,0,4,1,0,1,0,124,,,8,,,,,0,0,0,0,,5,US,26,1,02C,293_20910,,0,2,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,4,4,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837834,1,506,2,9,2019,7,16,3,0,57,14,1,26,,2,0,0,,002600200S00,45,27,30.08,-122,22,46.94,0,,,,,,0,17.03,55,3,0,,0,0,0,4,,1,3,C,5,4,1,3,1,0,1,1,124,,,1,,,0,0,0,0,1,0,,8,US,26,1,02C,293_6882,,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838047,1,536,2,15,2019,6,21,3,0,57,14,1,26,,1,0,0,,002600100S00,45,26,22.82,-122,21,13.84,0,,,,,,0,18.85,55,3,0,,0,0,0,4,,2,3,C,5,4,3,2,3,0,1,1,,,,16,,,0,0,1,0,0,0,,8,US,26,1,02C,293_6834,,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838362,1,607,2,20,2019,4,16,3,0,0,2,1,26,,1,0,0,,002600100S00,45,18,21.12,-121,47,23.3,0,,,,,,0,51.85,55,3,0,,0,0,0,6,,0,5,G,4,4,1,4,1,0,1,1,124,,,5,,,0,0,0,0,0,0,,5,US,26,1,02C,293_20910,,0,3,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,3,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838375,1,2946,4,7,2019,1,17,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,56.76,-122,30,59.1,0,,1940,5143,1,,9,8.26,35,1,0,1,0,0,0,0,0,,1,B,6,4,3,2,1,4,1,5,,,,2,,,,,0,0,0,0,9,2,US,26,1,02B,293_16247,,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838403,1,624,2,21,2019,5,11,3,0,0,2,1,26,,1,0,0,,002600100S00,45,18,36.08,-121,50,6.29,0,,,,,,0,48.79,55,5,1,,0,0,0,3,,0,7,8,9,4,1,4,1,0,1,1,124,43,10,1,5,,0,0,0,0,1,0,,5,US,26,1,02C,293_18879,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838434,1,636,2,22,2019,6,18,3,0,0,2,1,26,,1,0,0,,002600100S00,45,20,52.82,-121,57,46.2,0,,,,,,0,40.57,45,3,0,,0,0,0,4,,0,4,G,4,4,6,3,2,0,1,1,124,,,5,,,0,0,1,0,0,0,,5,US,26,1,02C,293_23121,,0,3,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838471,1,644,2,22,2019,6,16,3,0,0,2,1,26,,1,0,0,,002600100S00,45,18,2.92,-121,44,6.93,0,,,,,,0,54.52,55,5,1,,0,0,0,2,,0,1,8,9,4,6,4,5,0,1,1,124,77,10,1,,,0,0,0,0,1,0,,5,US,26,1,02C,293_1273,,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838549,1,658,2,18,2019,2,17,3,0,0,2,1,26,,1,0,0,,002600100S00,45,22,14.57,-122,10,39.88,0,,,,,,9,29.24,55,1,0,3,0,0,0,0,0,,4,B,6,4,1,1,1,0,1,1,,,,2,,,0,0,0,0,0,0,,5,US,26,1,02C,293_9312,,0,2,0,0,4,0,4,0,2,0,0,0,0,0,0,0,0,0,6,6,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838681,1,684,2,27,2019,4,15,3,185,68,14,1,26,,2,1,0,,002600200S00,45,23,50.22,-122,15,34.27,0,,1904,1505,1,,3,24.39,25,3,0,,0,0,0,2,,0,4,E,3,4,1,1,1,0,1,0,,,,29,,,,,0,0,0,0,5,4,US,26,1,02C,293_6258,,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839606,1,10326,11,5,2019,3,9,26,83,57,14,1,26,,1,0,0,,002600100S00,45,29,12.14,-122,23,58.69,0,,1534,1904,1,,7,14.75,45,1,0,1,0,0,0,0,2,,6,E,3,4,5,2,1,1,1,3,87,,,27,29,,0,0,0,0,0,0,8,4,US,26,1,02C,293_764,,0,2,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,3,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839856,1,10770,11,18,2019,2,17,26,247,57,16,0,26,,2,0,0,,002600200S00,45,30,1.95,-122,40,28.25,0,,1697,9330,1,,8,0.29,35,3,0,,0,0,0,2,,0,3,E,3,4,3,2,5,15,1,0,,,,29,,,,,0,0,0,0,9,2,US,26,1,02B,293_22183,,0,2,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,5,5,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840093,1,809,3,6,2019,4,10,3,185,68,14,1,26,,2,1,0,,002600200S00,45,23,50.21,-122,15,34.99,0,,1505,1904,1,,3,24.38,25,1,0,1,0,0,0,0,0,,6,E,3,4,6,2,1,1,1,3,124,,,7,29,32,0,0,0,0,0,1,5,4,US,26,1,02C,293_10934,,0,2,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,4,4,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840135,1,2717,3,31,2019,1,3,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,50.43,-122,37,21.37,0,,1940,5039,1,,9,2.91,35,1,0,1,0,0,0,0,0,,2,6,1,4,1,1,2,1,1,3,,,,4,19,28,,,0,0,0,0,9,2,US,26,1,02B,293_19721,,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840155,1,2718,3,31,2019,1,12,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,34.53,-122,29,15.65,0,,1940,5170,1,,4,9.73,35,2,0,,0,0,0,3,,0,3,H,6,4,1,1,1,90,1,3,108,13,,2,,,0,0,0,0,0,0,9,2,US,26,1,02B,293_19397,,0,3,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,3,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840221,1,1624,2,23,2019,7,17,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,52.97,-122,30,38.3,0,,1940,5148,1,,4,8.55,35,1,0,1,0,0,0,0,0,,6,E,3,4,3,2,1,1,1,0,13,,,29,,,,,0,0,0,0,9,2,US,26,1,02B,293_18831,,0,3,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,7,7,6,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840265,1,855,3,12,2019,3,10,3,185,68,14,1,26,,1,0,0,,002600100S00,45,24,32.22,-122,18,6.32,0,,142,1504,1,,9,22.15,50,1,0,1,0,0,0,0,1,,4,B,1,4,1,0,1,1,1,5,13,,,4,,,,,0,0,0,0,5,4,US,26,1,02C,293_6837,,0,3,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840295,1,1643,2,24,2019,1,13,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,51.17,-122,37,6.68,0,,1940,5043,1,,3,3.11,35,1,0,3,0,0,0,0,0,,6,E,3,4,0,0,1,1,1,0,4,,,1,,,,,0,0,1,0,9,2,US,26,1,02B,293_20034,,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,3,3,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840424,1,1690,2,26,2019,3,10,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,50.57,-122,34,6.56,0,,1940,5092,1,,9,5.59,35,1,0,1,0,0,0,0,0,,1,B,1,4,1,1,1,1,1,5,,,,4,27,,,,0,0,0,0,9,2,US,26,1,02B,293_10834,,0,3,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840563,1,1748,2,28,2019,5,18,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,47.66,-122,32,52.72,0,,1940,5112,1,,9,6.71,35,1,0,1,0,0,0,0,0,,3,B,6,4,1,1,2,1,1,5,13,,,4,,,,,0,0,0,0,9,2,US,26,1,02B,293_13269,,0,3,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,4,4,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840583,1,310,1,12,2019,7,0,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,50.57,-122,34,6.56,0,,1940,5092,1,,9,5.59,35,1,0,1,0,0,0,0,0,,2,H,6,4,2,1,2,1,1,3,,,,2,4,,0,0,0,0,0,1,9,2,US,26,1,02B,293_10834,,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840588,1,922,3,16,2019,7,15,3,185,68,14,1,26,,1,0,0,,002600100S00,45,23,59.99,-122,16,37.63,0,,1904,2109,1,,4,23.47,40,2,0,,0,0,0,4,,0,5,B,6,4,2,1,1,90,1,3,,,,2,6,,0,0,0,0,0,0,5,4,US,26,1,02C,293_15038,,0,2,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,5,5,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840610,1,1767,2,28,2019,5,9,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,50.78,-122,35,20.82,0,,1940,5072,1,,9,4.54,35,1,0,3,0,0,0,0,0,,4,B,6,4,1,1,1,1,1,5,,,,4,,,,,0,0,0,0,9,2,US,26,1,02B,293_19988,,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840614,1,2061,2,26,2019,3,18,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,48.63,-122,37,45.53,0,,1940,5034,1,,7,2.58,35,1,0,3,0,0,0,0,0,,6,E,3,4,1,1,2,4,1,0,92,,,7,,,,,0,0,0,0,9,2,US,26,1,02B,293_15986,,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,3,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840664,1,316,1,12,2019,7,12,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,48.29,-122,32,43.49,0,,1940,5115,1,,9,6.83,35,1,0,1,0,0,0,0,0,,1,B,1,4,1,1,1,4,1,5,,,,2,3,,,,0,0,0,0,9,2,US,26,1,02B,293_13269,,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840680,1,952,3,20,2019,4,2,3,185,68,16,0,26,,1,3,0,,0026AO100S00,45,24,33.73,-122,18,4.93,0,,142,1504,1,,2,22.16,,5,1,,0,0,0,2,,0,6,8,9,4,1,1,3,9,1,3,79,53,,5,,,0,0,1,0,0,0,5,4,US,26,1,02C,293_6342,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840832,1,1013,3,13,2019,4,18,3,0,0,2,1,26,,1,0,0,,002600100S00,45,22,28.76,-122,1,42.83,0,,,,,,0,36.85,55,3,0,,0,0,0,4,,0,5,C,5,4,1,1,1,0,1,0,,,,13,,,,,0,0,0,0,,5,US,26,1,02C,293_26052,,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840874,1,3016,4,9,2019,3,15,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,51.13,-122,36,51.61,0,,1940,5047,1,,3,3.31,35,2,0,,0,0,0,4,,0,4,3,0,4,2,1,1,19,1,3,,,,2,,,1,,0,0,0,0,9,2,US,26,1,02B,293_2430,,0,1,0,0,0,2,2,0,1,2,0,2,0,0,0,0,0,0,1,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840905,1,1028,3,30,2019,7,15,3,185,68,14,1,26,,1,1,0,,002600100S00,45,23,46.52,-122,15,41.69,0,,1905,2203,1,,7,24.32,25,1,0,3,0,0,0,0,0,,5,E,3,4,1,1,1,1,1,3,,,,29,,,0,0,0,0,0,0,5,4,US,26,1,02C,293_12200,,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841009,1,343,1,13,2019,1,20,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,41.21,-122,29,47.96,0,,1940,5162,1,,4,9.27,35,1,0,1,0,0,0,0,0,,6,E,3,4,1,1,2,1,1,0,,,,29,,,,,0,0,0,0,9,2,US,26,1,02B,293_17374,,0,2,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,0,5,5,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841013,1,351,1,13,2019,1,15,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,50.8,-122,35,35.87,0,,1940,5068,1,,5,4.33,35,1,0,1,0,0,0,0,0,,6,E,3,4,1,1,1,4,1,3,,,,29,,,,,0,0,0,1,9,2,US,26,1,02B,293_19722,,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841019,1,371,1,14,2019,2,8,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,39.97,-122,29,41.94,0,,1940,5164,1,,0,9.35,35,1,0,3,0,0,0,0,0,,6,E,3,4,0,0,1,99,1,0,,,,29,,,,,0,0,0,0,9,2,US,26,1,02B,293_17374,,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841052,1,1090,3,26,2019,3,8,3,0,0,2,1,26,,1,0,0,,002600100S00,45,18,9.68,-121,46,0.28,0,,,,,,0,53,55,3,1,,0,0,0,3,,0,7,8,9,4,6,4,4,0,1,1,124,79,10,1,,,0,0,0,0,1,0,,5,US,26,1,02C,293_1274,,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841151,1,3101,4,12,2019,6,15,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,41.21,-122,29,47.96,0,,1940,5162,1,,8,9.27,35,1,0,1,0,0,0,0,0,,6,E,3,4,1,2,1,1,1,0,,,,1,,,,,0,0,1,0,9,2,US,26,1,02B,293_17374,,0,2,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,3,3,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841157,1,3103,4,12,2019,6,23,26,245,57,14,1,26,,1,0,0,,002600100S00,45,29,50.43,-122,37,21.37,0,,1940,5039,1,,3,2.91,35,1,0,1,0,0,0,0,0,,5,6,6,4,2,1,2,1,1,3,,,,4,,,,,0,0,0,0,9,2,US,26,1,02B,293_19721,,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,2,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
